Income,Home,Emp_length,Intent,Amount,Rate,Percent_income,Cred_length
35000,MORTGAGE,3.0,HOMEIMPROVEMENT,10000,10.99,0.29,5
60000,RENT,0.0,EDUCATION,18000,9.33,0.3,3
60000,MORTGAGE,2.0,MEDICAL,1500,6.03,0.03,5
119500,MORTGAGE,4.0,PERSONAL,24000,7.51,0.2,2
88000,MORTGAGE,6.0,PERSONAL,16000,11.71,0.18,3
75000,RENT,0.0,VENTURE,8000,6.54,0.11,15
60000,MORTGAGE,0.0,VENTURE,2500,7.29,0.04,13
45000,MORTGAGE,5.0,VENTURE,18000,7.88,0.4,2
90996,RENT,5.0,MEDICAL,14000,12.23,0.15,2
54000,RENT,5.0,DEBTCONSOLIDATION,6000,15.62,0.11,4
18000,RENT,1.0,PERSONAL,3000,11.86,0.17,2
50000,RENT,1.0,MEDICAL,18000,12.42,0.36,4
75000,MORTGAGE,2.0,EDUCATION,10000,7.88,0.13,3
55000,OWN,5.0,EDUCATION,11000,10.38,0.2,3
33000,RENT,0.0,MEDICAL,3500,11.71,0.11,4
26004,RENT,0.0,PERSONAL,2500,13.99,0.1,8
40000,RENT,3.0,VENTURE,21000,19.41,0.53,10
78400,MORTGAGE,2.0,EDUCATION,1200,10.0,0.02,5
32000,RENT,3.0,DEBTCONSOLIDATION,4800,16.49,0.15,2
36000,MORTGAGE,1.0,DEBTCONSOLIDATION,8000,9.32,0.22,3
54000,MORTGAGE,7.0,VENTURE,7500,13.22,0.14,10
34000,RENT,1.0,VENTURE,6500,13.22,0.19,4
64000,MORTGAGE,4.0,DEBTCONSOLIDATION,5100,13.22,0.08,10
30000,RENT,6.0,EDUCATION,4000,16.49,0.13,3
60000,MORTGAGE,2.0,VENTURE,6000,10.62,0.1,4
52700,MORTGAGE,2.0,EDUCATION,5000,9.63,0.09,4
60000,RENT,4.0,DEBTCONSOLIDATION,4300,7.49,0.07,17
37400,MORTGAGE,2.0,PERSONAL,6250,6.0,0.17,14
130050,MORTGAGE,0.0,MEDICAL,10000,14.61,0.07,7
65000,RENT,0.0,MEDICAL,15000,7.88,0.23,3
70000,RENT,3.0,EDUCATION,12000,7.29,0.17,4
40500,RENT,0.0,VENTURE,6000,14.26,0.15,5
32000,RENT,1.0,MEDICAL,2500,16.45,0.08,3
45000,MORTGAGE,8.0,EDUCATION,5000,5.79,0.11,2
46800,RENT,0.0,EDUCATION,7500,7.88,0.16,10
33600,MORTGAGE,3.0,PERSONAL,2500,8.9,0.07,2
30000,RENT,7.0,PERSONAL,6000,14.72,0.2,4
55000,RENT,10.0,PERSONAL,12000,12.42,0.22,3
40000,RENT,4.0,VENTURE,4500,14.26,0.11,6
73000,MORTGAGE,8.0,PERSONAL,20000,13.12,0.27,4
28000,RENT,8.0,MEDICAL,1000,12.53,0.04,4
80004,MORTGAGE,0.0,HOMEIMPROVEMENT,6000,8.0,0.07,4
125000,RENT,6.0,DEBTCONSOLIDATION,7000,13.06,0.06,5
56000,RENT,8.0,VENTURE,21250,15.95,0.38,3
43275,RENT,4.0,MEDICAL,17000,13.47,0.39,3
70000,MORTGAGE,4.0,EDUCATION,4000,13.98,0.06,4
48732,OTHER,6.0,MEDICAL,3500,9.32,0.07,4
50000,MORTGAGE,2.0,EDUCATION,8000,13.61,0.16,2
126132,MORTGAGE,1.0,VENTURE,14400,14.54,0.11,7
25200,RENT,7.0,DEBTCONSOLIDATION,7500,14.96,0.3,3
49000,MORTGAGE,10.0,DEBTCONSOLIDATION,7250,11.99,0.15,11
120000,MORTGAGE,3.0,PERSONAL,6000,10.99,0.05,7
42000,OWN,1.0,VENTURE,15000,13.47,0.36,9
130000,MORTGAGE,5.0,EDUCATION,24800,7.49,0.19,10
49000,RENT,2.0,VENTURE,8400,18.25,0.17,4
33448,RENT,2.0,EDUCATION,2500,11.66,0.07,2
86000,MORTGAGE,6.0,EDUCATION,25000,11.83,0.29,4
42000,OWN,5.0,MEDICAL,8000,9.99,0.19,4
31970,RENT,2.0,VENTURE,4650,9.32,0.15,2
25200,RENT,2.0,DEBTCONSOLIDATION,7050,12.23,0.28,7
75000,OWN,0.0,EDUCATION,10000,7.88,0.13,5
110000,MORTGAGE,7.0,EDUCATION,20000,12.41,0.18,2
85000,MORTGAGE,1.0,MEDICAL,25000,12.53,0.29,4
27000,MORTGAGE,1.0,DEBTCONSOLIDATION,7500,10.39,0.28,2
36000,RENT,0.0,MEDICAL,3000,7.29,0.08,3
160000,RENT,3.0,MEDICAL,7500,8.0,0.05,8
62500,MORTGAGE,3.0,DEBTCONSOLIDATION,10000,15.7,0.16,3
46000,MORTGAGE,5.0,EDUCATION,8000,13.49,0.17,5
58380,RENT,2.0,VENTURE,5000,12.29,0.09,3
80000,RENT,6.0,EDUCATION,14000,14.27,0.17,7
95000,RENT,0.0,MEDICAL,6000,10.99,0.06,2
54000,OWN,2.0,VENTURE,2000,10.99,0.04,3
60000,MORTGAGE,3.0,VENTURE,20000,7.88,0.33,2
33009,OWN,5.0,VENTURE,12000,11.48,0.36,4
34099,RENT,2.0,MEDICAL,7200,12.73,0.21,3
70000,MORTGAGE,10.0,HOMEIMPROVEMENT,12000,8.94,0.17,2
34000,RENT,0.0,DEBTCONSOLIDATION,11500,11.49,0.34,2
51000,MORTGAGE,6.0,DEBTCONSOLIDATION,15000,12.73,0.29,5
66560,RENT,4.0,PERSONAL,4800,10.36,0.07,5
72400,MORTGAGE,4.0,EDUCATION,25000,17.99,0.35,2
37000,OWN,3.0,MEDICAL,5000,9.91,0.14,6
78465,OWN,9.0,VENTURE,14000,11.36,0.18,10
36000,RENT,0.0,EDUCATION,8000,7.51,0.22,2
42360,RENT,1.0,EDUCATION,25000,16.35,0.59,3
68000,RENT,3.0,MEDICAL,8500,10.37,0.13,12
45000,RENT,0.0,MEDICAL,8000,7.66,0.18,5
70500,RENT,5.0,PERSONAL,35000,8.9,0.5,6
90000,MORTGAGE,9.0,DEBTCONSOLIDATION,4000,8.0,0.04,6
171194,MORTGAGE,9.0,HOMEIMPROVEMENT,25000,11.12,0.15,14
26400,MORTGAGE,0.0,DEBTCONSOLIDATION,3600,9.88,0.14,5
61499,MORTGAGE,8.0,DEBTCONSOLIDATION,19600,15.65,0.32,2
60000,MORTGAGE,9.0,HOMEIMPROVEMENT,10000,10.83,0.17,4
114000,MORTGAGE,0.0,EDUCATION,16000,16.77,0.14,5
84000,RENT,5.0,VENTURE,6000,6.99,0.07,3
85000,MORTGAGE,10.0,VENTURE,2200,13.43,0.03,3
50004,RENT,5.0,EDUCATION,4000,7.88,0.08,2
34000,RENT,2.0,DEBTCONSOLIDATION,6000,14.09,0.18,4
90000,RENT,2.0,EDUCATION,7200,11.99,0.08,7
66000,RENT,6.0,HOMEIMPROVEMENT,8000,14.65,0.12,4
44875,RENT,0.0,MEDICAL,7500,8.32,0.17,8
20400,RENT,0.0,VENTURE,6000,9.99,0.29,2
40000,MORTGAGE,3.0,MEDICAL,5000,5.42,0.13,3
65000,MORTGAGE,8.0,DEBTCONSOLIDATION,6600,10.65,0.1,2
31164,MORTGAGE,7.0,DEBTCONSOLIDATION,4500,6.62,0.14,2
66000,RENT,1.0,PERSONAL,10000,15.99,0.15,12
130000,RENT,4.0,EDUCATION,25000,16.02,0.19,2
100000,OWN,4.0,MEDICAL,6000,8.9,0.06,2
75000,RENT,0.0,PERSONAL,5400,14.79,0.07,5
20000,RENT,2.0,DEBTCONSOLIDATION,5000,10.39,0.25,2
64000,MORTGAGE,7.0,HOMEIMPROVEMENT,16000,14.65,0.25,2
98000,RENT,3.0,VENTURE,4000,9.32,0.04,2
60000,MORTGAGE,5.0,VENTURE,3000,14.59,0.05,4
50000,OWN,4.0,VENTURE,3000,14.22,0.06,10
60000,MORTGAGE,2.0,HOMEIMPROVEMENT,9000,12.69,0.15,8
77000,MORTGAGE,2.0,EDUCATION,10000,16.35,0.13,13
80000,MORTGAGE,2.0,HOMEIMPROVEMENT,4200,14.27,0.05,4
34000,RENT,3.0,DEBTCONSOLIDATION,1500,8.94,0.04,2
64500,MORTGAGE,8.0,EDUCATION,10000,12.18,0.16,4
61000,RENT,1.0,MEDICAL,2000,7.9,0.03,3
24000,RENT,2.0,HOMEIMPROVEMENT,6000,12.18,0.25,3
75000,RENT,2.0,MEDICAL,6000,8.49,0.08,6
55600,MORTGAGE,2.0,HOMEIMPROVEMENT,11700,13.57,0.21,2
43000,RENT,1.0,EDUCATION,3000,8.49,0.07,4
73600,MORTGAGE,7.0,HOMEIMPROVEMENT,24000,11.36,0.33,2
84000,RENT,0.0,MEDICAL,16000,12.21,0.19,10
33612,MORTGAGE,0.0,PERSONAL,9000,7.74,0.27,9
85000,MORTGAGE,4.0,PERSONAL,6000,10.99,0.07,14
117996,MORTGAGE,6.0,VENTURE,18000,17.04,0.15,3
70197,MORTGAGE,9.0,DEBTCONSOLIDATION,4100,7.51,0.06,6
106000,MORTGAGE,7.0,EDUCATION,10000,7.14,0.09,3
65000,RENT,2.0,VENTURE,6000,11.14,0.09,10
55000,OTHER,5.0,VENTURE,4000,9.32,0.07,2
43200,RENT,6.0,DEBTCONSOLIDATION,11350,7.88,0.26,7
31200,MORTGAGE,3.0,VENTURE,3200,10.99,0.1,2
12600,RENT,2.0,VENTURE,2500,13.11,0.2,2
52000,RENT,1.0,VENTURE,10000,5.79,0.19,3
107000,MORTGAGE,4.0,DEBTCONSOLIDATION,24000,5.99,0.22,2
115731,MORTGAGE,3.0,HOMEIMPROVEMENT,7200,7.14,0.06,4
96000,RENT,6.0,DEBTCONSOLIDATION,7000,9.91,0.07,2
80000,MORTGAGE,0.0,DEBTCONSOLIDATION,7700,9.63,0.1,11
52000,MORTGAGE,6.0,PERSONAL,6500,6.76,0.13,4
34000,RENT,4.0,DEBTCONSOLIDATION,5000,12.73,0.15,3
112000,MORTGAGE,8.0,PERSONAL,20400,11.71,0.18,3
34000,RENT,3.0,MEDICAL,3000,10.37,0.09,10
64000,MORTGAGE,7.0,VENTURE,4000,20.89,0.06,2
46852,RENT,3.0,HOMEIMPROVEMENT,6800,10.65,0.15,2
90000,MORTGAGE,0.0,MEDICAL,18000,10.99,0.2,11
110000,RENT,5.0,HOMEIMPROVEMENT,15600,15.33,0.14,4
50000,RENT,5.0,EDUCATION,10000,9.63,0.2,3
143000,MORTGAGE,7.0,DEBTCONSOLIDATION,24250,14.59,0.17,2
60000,RENT,0.0,EDUCATION,12000,13.47,0.2,3
80171,RENT,3.0,HOMEIMPROVEMENT,18000,13.85,0.22,3
80000,MORTGAGE,3.0,VENTURE,3600,5.99,0.04,9
42000,RENT,8.0,DEBTCONSOLIDATION,6000,12.68,0.14,4
24000,RENT,4.0,VENTURE,1500,11.49,0.06,2
47000,OWN,9.0,VENTURE,4000,6.62,0.09,2
55596,MORTGAGE,5.0,MEDICAL,2000,7.51,0.04,9
75000,RENT,7.0,VENTURE,18000,12.73,0.24,2
69000,RENT,9.0,PERSONAL,25000,17.49,0.36,2
34560,RENT,5.0,DEBTCONSOLIDATION,9600,16.02,0.28,3
150000,MORTGAGE,5.0,VENTURE,15000,11.86,0.1,9
34000,OWN,7.0,EDUCATION,10950,7.29,0.32,2
53664,RENT,1.0,DEBTCONSOLIDATION,9000,12.21,0.17,4
35000,RENT,5.0,VENTURE,5000,15.37,0.14,14
34000,RENT,0.0,MEDICAL,2400,15.57,0.07,5
29000,RENT,5.0,VENTURE,6000,10.25,0.21,2
30000,RENT,4.0,EDUCATION,10000,11.86,0.33,2
80004,MORTGAGE,2.0,VENTURE,19000,10.62,0.24,2
37200,MORTGAGE,7.0,DEBTCONSOLIDATION,4000,7.66,0.11,2
59004,RENT,0.0,DEBTCONSOLIDATION,4800,11.49,0.08,7
14400,RENT,6.0,PERSONAL,3250,16.29,0.23,4
120000,OWN,8.0,EDUCATION,5275,5.42,0.04,4
70000,MORTGAGE,3.0,VENTURE,20000,12.84,0.29,7
85000,MORTGAGE,9.0,MEDICAL,4000,7.88,0.05,3
80000,MORTGAGE,7.0,EDUCATION,7000,16.29,0.09,3
25000,RENT,1.0,DEBTCONSOLIDATION,10000,8.49,0.4,10
92000,RENT,0.0,VENTURE,21000,11.63,0.23,15
35000,OWN,1.0,PERSONAL,7500,7.9,0.21,3
55000,MORTGAGE,8.0,MEDICAL,15000,9.91,0.27,3
47000,RENT,7.0,VENTURE,6000,8.9,0.13,3
33000,RENT,0.0,HOMEIMPROVEMENT,2000,12.61,0.06,3
48000,MORTGAGE,1.0,VENTURE,7000,12.68,0.15,6
81000,MORTGAGE,10.0,HOMEIMPROVEMENT,20000,6.17,0.25,14
40800,MORTGAGE,0.0,MEDICAL,8000,11.99,0.2,4
60000,RENT,0.0,DEBTCONSOLIDATION,7000,9.25,0.12,4
40000,MORTGAGE,9.0,PERSONAL,19200,9.91,0.48,9
80000,MORTGAGE,8.0,HOMEIMPROVEMENT,18000,7.9,0.23,2
69000,RENT,0.0,PERSONAL,10000,17.14,0.14,4
26000,RENT,1.0,PERSONAL,2400,11.58,0.09,4
150000,RENT,1.0,EDUCATION,25000,11.36,0.17,6
110000,MORTGAGE,1.0,EDUCATION,12800,16.82,0.12,6
58000,MORTGAGE,9.0,DEBTCONSOLIDATION,6500,13.98,0.11,8
35000,MORTGAGE,7.0,PERSONAL,3500,11.49,0.1,3
140000,RENT,3.0,PERSONAL,20000,10.0,0.14,9
54996,MORTGAGE,7.0,PERSONAL,8000,14.35,0.15,4
36400,RENT,5.0,EDUCATION,9000,7.49,0.25,6
75860,RENT,9.0,MEDICAL,24000,10.99,0.32,5
99750,MORTGAGE,8.0,HOMEIMPROVEMENT,12000,9.62,0.12,3
14400,RENT,3.0,VENTURE,5000,13.72,0.35,4
45000,RENT,3.0,EDUCATION,15000,8.88,0.33,3
115000,MORTGAGE,9.0,VENTURE,19000,13.49,0.17,4
60000,RENT,2.0,VENTURE,11200,14.22,0.19,10
52800,OWN,5.0,EDUCATION,4800,17.49,0.09,3
43500,RENT,0.0,EDUCATION,3000,12.42,0.07,10
56004,MORTGAGE,7.0,PERSONAL,15000,11.26,0.27,2
35000,RENT,5.0,EDUCATION,8000,7.29,0.23,2
66500,MORTGAGE,0.0,DEBTCONSOLIDATION,22000,8.88,0.33,2
70356,RENT,8.0,HOMEIMPROVEMENT,7000,7.29,0.1,4
115000,RENT,8.0,EDUCATION,12000,6.54,0.1,3
34000,MORTGAGE,4.0,PERSONAL,12250,6.91,0.36,4
52000,MORTGAGE,7.0,VENTURE,7800,11.36,0.15,3
54000,RENT,10.0,EDUCATION,5000,10.0,0.09,2
57175,RENT,6.0,EDUCATION,16000,17.15,0.28,2
48000,RENT,1.0,EDUCATION,2500,8.49,0.05,5
48000,MORTGAGE,6.0,PERSONAL,6200,7.29,0.13,14
52000,MORTGAGE,6.0,VENTURE,2650,12.99,0.05,3
48000,RENT,5.0,DEBTCONSOLIDATION,5000,11.49,0.1,8
60000,RENT,0.0,DEBTCONSOLIDATION,6000,9.25,0.1,9
32000,OWN,8.0,HOMEIMPROVEMENT,12150,6.62,0.38,13
84996,RENT,3.0,HOMEIMPROVEMENT,10000,15.21,0.12,4
49029,RENT,8.0,MEDICAL,2000,11.99,0.04,2
55000,RENT,5.0,DEBTCONSOLIDATION,6000,7.51,0.11,3
64000,RENT,0.0,PERSONAL,8000,14.84,0.13,2
128000,MORTGAGE,7.0,DEBTCONSOLIDATION,18000,17.27,0.14,2
38000,MORTGAGE,5.0,EDUCATION,8000,12.69,0.21,3
36000,RENT,6.0,DEBTCONSOLIDATION,13000,11.14,0.36,4
52000,RENT,5.0,EDUCATION,7000,7.49,0.13,4
46000,OWN,9.0,PERSONAL,4925,11.71,0.11,23
60000,MORTGAGE,0.0,DEBTCONSOLIDATION,4000,5.99,0.07,4
48000,RENT,3.0,DEBTCONSOLIDATION,9000,13.99,0.19,8
62000,MORTGAGE,9.0,VENTURE,8500,10.99,0.14,2
48956,RENT,0.0,MEDICAL,2800,10.59,0.06,13
50000,MORTGAGE,8.0,EDUCATION,3000,13.47,0.06,2
13500,OWN,0.0,VENTURE,6700,9.63,0.5,8
27996,RENT,5.0,PERSONAL,8000,10.99,0.29,8
30000,RENT,10.0,VENTURE,4400,15.62,0.15,8
54000,RENT,2.0,DEBTCONSOLIDATION,5500,13.23,0.1,9
50004,RENT,3.0,EDUCATION,5600,10.59,0.11,4
54000,RENT,3.0,VENTURE,5600,10.59,0.1,4
19200,OWN,7.0,PERSONAL,4500,7.88,0.23,3
80000,MORTGAGE,4.0,HOMEIMPROVEMENT,15000,12.61,0.19,2
52000,RENT,1.0,VENTURE,5000,6.99,0.1,4
55000,OWN,1.0,VENTURE,10000,10.99,0.18,3
125000,RENT,2.0,EDUCATION,3000,14.65,0.02,10
18000,OWN,2.0,MEDICAL,6350,13.57,0.35,5
89800,MORTGAGE,6.0,DEBTCONSOLIDATION,20000,12.53,0.22,2
32500,MORTGAGE,6.0,MEDICAL,6600,12.73,0.2,4
70000,RENT,0.0,EDUCATION,8000,7.66,0.11,4
65000,MORTGAGE,2.0,VENTURE,8400,11.86,0.13,4
49000,RENT,5.0,MEDICAL,15000,12.18,0.31,4
83004,RENT,0.0,VENTURE,28000,15.99,0.34,4
65000,RENT,9.0,PERSONAL,10400,5.42,0.16,8
108000,RENT,1.0,HOMEIMPROVEMENT,24150,14.96,0.22,3
120000,MORTGAGE,0.0,HOMEIMPROVEMENT,10000,12.61,0.08,6
45000,RENT,1.0,DEBTCONSOLIDATION,5000,10.36,0.11,5
130000,MORTGAGE,3.0,DEBTCONSOLIDATION,25000,11.83,0.19,3
145000,MORTGAGE,9.0,DEBTCONSOLIDATION,14000,10.59,0.1,2
80000,RENT,0.0,EDUCATION,9000,10.91,0.11,3
70000,MORTGAGE,5.0,MEDICAL,31825,12.69,0.45,8
77000,MORTGAGE,9.0,EDUCATION,10000,16.77,0.13,8
60000,MORTGAGE,5.0,VENTURE,4000,6.99,0.07,7
100860,MORTGAGE,8.0,HOMEIMPROVEMENT,6000,5.99,0.06,4
55000,RENT,3.0,DEBTCONSOLIDATION,1200,9.99,0.02,9
61754,MORTGAGE,7.0,MEDICAL,10000,14.83,0.14,4
61200,MORTGAGE,9.0,MEDICAL,20000,14.74,0.28,2
48000,MORTGAGE,4.0,PERSONAL,10000,5.79,0.21,3
168000,MORTGAGE,2.0,EDUCATION,15500,9.25,0.09,9
29000,RENT,5.0,DEBTCONSOLIDATION,11325,9.91,0.39,3
15000,OWN,0.0,VENTURE,5000,7.74,0.33,13
57000,RENT,1.0,EDUCATION,3000,10.0,0.05,14
50000,RENT,1.0,MEDICAL,14800,10.83,0.3,5
51000,RENT,7.0,PERSONAL,9600,15.31,0.19,4
58650,MORTGAGE,7.0,MEDICAL,5000,8.59,0.07,3
56000,MORTGAGE,4.0,EDUCATION,8000,8.59,0.14,5
54120,MORTGAGE,2.0,VENTURE,6000,11.36,0.11,6
40000,RENT,0.0,DEBTCONSOLIDATION,3600,12.23,0.09,7
52800,MORTGAGE,6.0,PERSONAL,7000,6.76,0.13,2
55000,MORTGAGE,2.0,EDUCATION,14000,15.68,0.25,4
34000,RENT,3.0,VENTURE,15250,13.22,0.45,2
60000,RENT,4.0,EDUCATION,25000,8.9,0.42,7
41100,OWN,2.0,VENTURE,9200,12.42,0.22,2
141600,MORTGAGE,4.0,HOMEIMPROVEMENT,6000,11.49,0.04,16
43000,RENT,7.0,DEBTCONSOLIDATION,15000,10.99,0.35,2
120000,MORTGAGE,4.0,PERSONAL,6000,6.92,0.05,8
73000,RENT,9.0,VENTURE,14000,14.59,0.19,8
54000,MORTGAGE,6.0,VENTURE,5000,13.23,0.09,12
70000,RENT,2.0,MEDICAL,5000,12.42,0.07,11
78000,RENT,1.0,HOMEIMPROVEMENT,12000,14.96,0.15,4
65000,RENT,2.0,HOMEIMPROVEMENT,7200,13.98,0.11,5
75000,RENT,4.0,EDUCATION,10000,7.49,0.13,4
110000,RENT,0.0,DEBTCONSOLIDATION,3600,10.71,0.03,8
39996,RENT,3.0,MEDICAL,5000,6.92,0.13,3
110000,RENT,3.0,EDUCATION,20000,12.42,0.18,3
32640,RENT,4.0,DEBTCONSOLIDATION,4000,12.73,0.12,4
50000,OWN,3.0,HOMEIMPROVEMENT,4200,9.91,0.08,5
64000,MORTGAGE,8.0,VENTURE,1200,10.74,0.02,4
60000,RENT,5.0,DEBTCONSOLIDATION,10000,7.14,0.17,2
108000,MORTGAGE,3.0,VENTURE,9000,10.38,0.08,4
42000,RENT,2.0,PERSONAL,6000,17.58,0.14,12
80000,RENT,5.0,HOMEIMPROVEMENT,16000,7.49,0.2,8
78000,MORTGAGE,4.0,DEBTCONSOLIDATION,3000,11.48,0.04,3
51036,MORTGAGE,7.0,EDUCATION,15000,13.16,0.29,4
105000,RENT,6.0,MEDICAL,7000,7.74,0.07,3
45000,MORTGAGE,6.0,VENTURE,5000,6.99,0.11,2
65000,RENT,6.0,PERSONAL,7675,15.33,0.12,3
45000,RENT,1.0,DEBTCONSOLIDATION,7000,7.49,0.16,15
30000,RENT,2.0,PERSONAL,4000,7.51,0.13,7
28000,RENT,0.0,EDUCATION,6975,12.29,0.25,4
50000,OWN,3.0,PERSONAL,6000,13.99,0.12,8
100000,MORTGAGE,0.0,EDUCATION,15000,6.03,0.15,3
33000,OWN,7.0,VENTURE,8000,10.38,0.24,2
42000,RENT,2.0,VENTURE,4800,14.27,0.11,2
58650,RENT,6.0,MEDICAL,6300,14.91,0.09,2
46000,RENT,4.0,EDUCATION,5000,7.88,0.11,2
50000,MORTGAGE,0.0,VENTURE,8000,19.42,0.16,2
50200,RENT,1.0,EDUCATION,9000,7.66,0.18,3
13000,RENT,0.0,DEBTCONSOLIDATION,5000,8.0,0.38,2
38000,RENT,8.0,MEDICAL,5000,13.99,0.13,4
150000,MORTGAGE,5.0,HOMEIMPROVEMENT,15000,7.88,0.1,6
33900,RENT,6.0,EDUCATION,10000,15.58,0.29,6
60000,MORTGAGE,0.0,PERSONAL,4000,7.9,0.07,8
112000,MORTGAGE,9.0,EDUCATION,13000,13.57,0.12,10
80000,RENT,1.0,MEDICAL,9600,9.91,0.12,7
20000,RENT,3.0,VENTURE,4750,10.37,0.24,7
70000,RENT,4.0,VENTURE,2500,10.36,0.04,7
49635,MORTGAGE,6.0,PERSONAL,12000,7.29,0.24,3
46000,MORTGAGE,6.0,PERSONAL,15000,6.99,0.33,3
52000,MORTGAGE,7.0,DEBTCONSOLIDATION,7000,6.03,0.13,5
92000,RENT,7.0,VENTURE,10000,11.71,0.11,4
60520,RENT,6.0,MEDICAL,6000,15.33,0.08,15
103000,RENT,0.0,EDUCATION,8000,14.61,0.08,10
45843,OWN,2.0,VENTURE,11000,11.71,0.24,3
54996,RENT,3.0,HOMEIMPROVEMENT,5000,11.86,0.09,2
66000,RENT,2.0,VENTURE,14000,12.99,0.21,8
38400,RENT,8.0,VENTURE,4200,6.76,0.11,4
48000,MORTGAGE,2.0,HOMEIMPROVEMENT,8000,15.95,0.17,11
79872,MORTGAGE,4.0,DEBTCONSOLIDATION,12000,12.68,0.15,10
44000,MORTGAGE,1.0,EDUCATION,6800,6.91,0.15,7
80000,RENT,5.0,EDUCATION,10000,14.27,0.13,2
65000,RENT,4.0,HOMEIMPROVEMENT,20000,16.71,0.31,17
34000,RENT,5.0,VENTURE,7200,7.9,0.21,4
24000,RENT,4.0,EDUCATION,5000,16.49,0.21,4
44630,OWN,10.0,VENTURE,10825,10.99,0.24,6
70000,MORTGAGE,3.0,PERSONAL,5400,12.53,0.08,4
55000,OWN,4.0,PERSONAL,2000,7.4,0.04,3
55000,MORTGAGE,2.0,EDUCATION,12000,6.54,0.22,4
50000,RENT,7.0,PERSONAL,15000,7.88,0.3,4
32400,RENT,2.0,DEBTCONSOLIDATION,20500,11.03,0.63,6
63600,RENT,3.0,EDUCATION,12000,11.49,0.19,8
58800,RENT,4.0,EDUCATION,5000,14.84,0.09,2
56004,RENT,2.0,MEDICAL,14000,12.61,0.25,2
55000,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,9.2,0.27,4
41000,RENT,1.0,MEDICAL,1300,7.9,0.03,4
112000,RENT,1.0,EDUCATION,12000,13.49,0.11,4
130000,MORTGAGE,5.0,EDUCATION,35000,18.25,0.27,3
65000,MORTGAGE,4.0,MEDICAL,3600,6.92,0.06,10
32000,RENT,6.0,EDUCATION,8000,17.27,0.25,10
120000,RENT,4.0,HOMEIMPROVEMENT,12000,10.99,0.1,7
75000,MORTGAGE,3.0,MEDICAL,4000,10.75,0.05,9
75000,MORTGAGE,9.0,VENTURE,1000,9.99,0.01,4
45900,MORTGAGE,1.0,DEBTCONSOLIDATION,6400,8.59,0.14,3
58000,MORTGAGE,10.0,PERSONAL,6300,11.03,0.11,13
65000,MORTGAGE,9.0,PERSONAL,4200,15.27,0.06,2
100300,RENT,3.0,MEDICAL,8400,14.84,0.07,2
41000,MORTGAGE,0.0,DEBTCONSOLIDATION,8000,10.83,0.2,6
75000,MORTGAGE,8.0,HOMEIMPROVEMENT,25000,11.83,0.33,2
55000,RENT,10.0,EDUCATION,9000,16.7,0.16,3
32004,RENT,3.0,DEBTCONSOLIDATION,4000,8.32,0.12,7
71004,MORTGAGE,8.0,DEBTCONSOLIDATION,5000,14.96,0.07,3
48996,RENT,2.0,EDUCATION,3000,10.36,0.06,10
98000,MORTGAGE,0.0,DEBTCONSOLIDATION,13200,15.28,0.13,3
55000,RENT,1.0,EDUCATION,7500,7.88,0.14,2
140000,RENT,7.0,VENTURE,9000,7.14,0.06,2
39996,MORTGAGE,5.0,EDUCATION,10000,7.51,0.25,3
75000,MORTGAGE,4.0,DEBTCONSOLIDATION,11200,13.99,0.15,4
54000,RENT,4.0,PERSONAL,15000,14.26,0.28,12
24000,RENT,5.0,PERSONAL,5500,14.27,0.23,3
25200,RENT,3.0,MEDICAL,8500,13.61,0.34,2
50000,RENT,4.0,PERSONAL,15000,7.49,0.3,6
60000,MORTGAGE,8.0,MEDICAL,8000,10.37,0.13,17
18000,RENT,0.0,EDUCATION,4000,15.2,0.22,10
36000,RENT,2.0,VENTURE,2800,16.0,0.08,9
128165,RENT,6.0,DEBTCONSOLIDATION,14000,8.94,0.11,3
14800,RENT,5.0,DEBTCONSOLIDATION,2800,8.0,0.19,3
92000,RENT,0.0,VENTURE,6000,15.58,0.07,3
48000,RENT,0.0,DEBTCONSOLIDATION,10000,10.62,0.21,7
35000,MORTGAGE,6.0,VENTURE,5600,10.65,0.16,13
80000,MORTGAGE,8.0,MEDICAL,5550,8.49,0.07,3
135000,MORTGAGE,0.0,EDUCATION,6000,6.92,0.04,2
78000,MORTGAGE,1.0,HOMEIMPROVEMENT,5000,12.99,0.06,7
39325,MORTGAGE,3.0,EDUCATION,2800,12.87,0.07,4
48074,RENT,4.0,EDUCATION,12000,13.85,0.25,4
54100,RENT,5.0,PERSONAL,4500,7.14,0.08,4
18996,RENT,5.0,EDUCATION,2000,7.88,0.11,12
26568,RENT,6.0,PERSONAL,2500,10.37,0.09,14
45000,MORTGAGE,7.0,PERSONAL,12000,6.91,0.27,8
33000,RENT,1.0,MEDICAL,1400,14.27,0.04,3
96500,RENT,0.0,DEBTCONSOLIDATION,6000,7.66,0.06,2
57600,RENT,10.0,HOMEIMPROVEMENT,10000,6.62,0.17,4
50000,OWN,1.0,HOMEIMPROVEMENT,16000,13.85,0.32,6
98000,MORTGAGE,9.0,HOMEIMPROVEMENT,25000,16.45,0.26,4
35000,RENT,0.0,MEDICAL,6600,8.59,0.19,3
62000,MORTGAGE,2.0,VENTURE,5000,5.42,0.08,3
63000,RENT,2.0,DEBTCONSOLIDATION,21600,14.35,0.34,3
18840,MORTGAGE,5.0,EDUCATION,3000,9.91,0.16,2
